# SynthV/synth3 synthetic spectrum, Teff = 5215 K, log g = 3.55, normalized; decimated by 2 to 0.013 A/px (0.6 km/s at 6000 A, still oversampling the 1 km/s TODCOR grid)
# cut from 5215K_logg355.prf over 5650-6850 A, every 2th point
# wavelength [Angstrom, air]  normalized flux
6256.7356  0.989627
6256.7481  0.989992
6256.7606  0.991078
6256.7731  0.992525
6256.7856  0.993895
6256.7981  0.994488
6256.8106  0.992865
6256.8232  0.987704
6256.8357  0.977302
6256.8482  0.960148
6256.8607  0.938029
6256.8732  0.914593
6256.8857  0.895922
6256.8982  0.887532
6256.9108  0.891722
6256.9233  0.907998
6256.9358  0.930406
6256.9483  0.953514
6256.9608  0.972816
6256.9733  0.985862
6256.9858  0.992872
6256.9984  0.996177
6257.0109  0.997115
6257.0234  0.996684
6257.0359  0.995263
6257.0484  0.993627
6257.0609  0.991619
6257.0734  0.989690
6257.0860  0.987789
6257.0985  0.986798
6257.1110  0.986301
6257.1235  0.986983
6257.1360  0.988696
6257.1485  0.991279
6257.1610  0.993768
6257.1736  0.995971
6257.1861  0.997498
6257.1986  0.997907
6257.2111  0.998087
6257.2236  0.998268
6257.2361  0.997886
6257.2486  0.997482
6257.2612  0.997103
6257.2737  0.996966
6257.2862  0.996830
6257.2987  0.996694
6257.3112  0.996437
6257.3237  0.996038
6257.3362  0.995639
6257.3488  0.995240
6257.3613  0.995575
6257.3738  0.996071
6257.3863  0.996748
6257.3988  0.997544
6257.4113  0.998222
6257.4238  0.998713
6257.4364  0.999106
6257.4489  0.999008
6257.4614  0.998910
6257.4739  0.997918
6257.4864  0.995160
6257.4989  0.989967
6257.5114  0.980465
6257.5240  0.965959
6257.5365  0.947670
6257.5490  0.929346
6257.5615  0.915605
6257.5740  0.910191
6257.5865  0.915311
6257.5991  0.928332
6257.6116  0.945145
6257.6241  0.961192
6257.6366  0.972834
6257.6491  0.979411
6257.6616  0.981541
6257.6741  0.980567
6257.6867  0.978204
6257.6992  0.975282
6257.7117  0.972427
6257.7242  0.970426
6257.7367  0.969794
6257.7492  0.970107
6257.7618  0.970475
6257.7743  0.970884
6257.7868  0.971371
6257.7993  0.972721
6257.8118  0.975758
6257.8243  0.979723
6257.8368  0.984811
6257.8494  0.989439
6257.8619  0.993434
6257.8744  0.996042
6257.8869  0.997454
6257.8994  0.998264
6257.9119  0.998449
6257.9245  0.998362
6257.9370  0.998085
6257.9495  0.997527
6257.9620  0.996247
6257.9745  0.992482
6257.9870  0.981587
6257.9996  0.954077
6258.0121  0.892853
6258.0246  0.784379
6258.0371  0.637730
6258.0496  0.491848
6258.0621  0.382680
6258.0747  0.317294
6258.0872  0.284162
6258.0997  0.272713
6258.1122  0.278702
6258.1247  0.304071
6258.1372  0.357882
6258.1497  0.452680
6258.1623  0.589297
6258.1748  0.740027
6258.1873  0.862562
6258.1998  0.937701
6258.2123  0.974239
6258.2248  0.988892
6258.2374  0.994164
6258.2499  0.995356
6258.2624  0.994996
6258.2749  0.993878
6258.2874  0.992444
6258.2999  0.990965
6258.3125  0.990066
6258.3250  0.989531
6258.3375  0.989918
6258.3500  0.990484
6258.3625  0.991212
6258.3750  0.991782
6258.3876  0.992300
6258.4001  0.992651
6258.4126  0.993098
6258.4251  0.993758
6258.4376  0.994416
6258.4501  0.995013
6258.4627  0.994406
6258.4752  0.991542
6258.4877  0.982874
6258.5002  0.964575
6258.5127  0.931531
6258.5252  0.883841
6258.5378  0.826801
6258.5503  0.772313
6258.5628  0.732521
6258.5753  0.714642
6258.5878  0.719318
6258.6004  0.737019
6258.6129  0.744873
6258.6254  0.707890
6258.6379  0.608289
6258.6504  0.477993
6258.6629  0.368845
6258.6755  0.300966
6258.6880  0.265473
6258.7005  0.250443
6258.7130  0.249859
6258.7255  0.263708
6258.7380  0.297360
6258.7506  0.363195
6258.7631  0.473872
6258.7756  0.620493
6258.7881  0.761040
6258.8006  0.856431
6258.8131  0.904208
6258.8257  0.924989
6258.8382  0.937490
6258.8507  0.949621
6258.8632  0.962220
6258.8757  0.972992
6258.8883  0.979827
6258.9008  0.980123
6258.9133  0.974969
6258.9258  0.964895
6258.9383  0.953195
6258.9508  0.943555
6258.9634  0.938997
6258.9759  0.941315
6258.9884  0.949880
6259.0009  0.961920
6259.0134  0.974389
6259.0260  0.984745
6259.0385  0.991781
6259.0510  0.996040
6259.0635  0.998095
6259.0760  0.998945
6259.0885  0.999395
6259.1011  0.999556
6259.1136  0.999582
6259.1261  0.999609
6259.1386  0.999636
6259.1511  0.999662
6259.1637  0.999689
6259.1762  0.999694
6259.1887  0.999687
6259.2012  0.999679
6259.2137  0.999672
6259.2262  0.999664
6259.2388  0.999664
6259.2513  0.999687
6259.2638  0.999711
6259.2763  0.999734
6259.2888  0.999757
6259.3014  0.999780
6259.3139  0.999749
6259.3264  0.999708
6259.3389  0.999668
6259.3514  0.999627
6259.3639  0.999586
6259.3765  0.999542
6259.3890  0.999464
6259.4015  0.999135
6259.4140  0.998280
6259.4265  0.996560
6259.4391  0.993680
6259.4516  0.988465
6259.4641  0.981315
6259.4766  0.972793
6259.4891  0.963240
6259.5017  0.952163
6259.5142  0.938785
6259.5267  0.917891
6259.5392  0.886105
6259.5517  0.843880
6259.5643  0.798894
6259.5768  0.761324
6259.5893  0.740523
6259.6018  0.742069
6259.6143  0.766200
6259.6268  0.808678
6259.6394  0.860675
6259.6519  0.910665
6259.6644  0.950368
6259.6769  0.975207
6259.6894  0.988898
6259.7020  0.995393
6259.7145  0.997932
6259.7270  0.998540
6259.7395  0.999049
6259.7520  0.999146
6259.7646  0.998957
6259.7771  0.998669
6259.7896  0.998096
6259.8021  0.997523
6259.8146  0.996911
6259.8272  0.996297
6259.8397  0.995761
6259.8522  0.995281
6259.8647  0.994142
6259.8772  0.992451
6259.8898  0.990219
6259.9023  0.987387
6259.9148  0.984808
6259.9273  0.983198
6259.9398  0.983303
6259.9524  0.984751
6259.9649  0.987359
6259.9774  0.990495
6259.9899  0.993387
6260.0024  0.995972
6260.0150  0.997618
6260.0275  0.998742
6260.0400  0.999379
6260.0525  0.999647
6260.0650  0.999811
6260.0776  0.999845
6260.0901  0.999868
6260.1026  0.999873
6260.1151  0.999875
6260.1276  0.999874
6260.1402  0.999874
6260.1527  0.999874
6260.1652  0.999873
6260.1777  0.999873
6260.1902  0.999873
6260.2028  0.999872
6260.2153  0.999871
6260.2278  0.999870
6260.2403  0.999870
6260.2528  0.999869
6260.2654  0.999868
6260.2779  0.999867
6260.2904  0.999866
6260.3029  0.999865
6260.3154  0.999863
6260.3280  0.999862
6260.3405  0.999861
6260.3530  0.999860
6260.3655  0.999858
6260.3780  0.999856
6260.3906  0.999854
6260.4031  0.999852
6260.4156  0.999850
6260.4281  0.999848
6260.4407  0.999846
6260.4532  0.999843
6260.4657  0.999833
6260.4782  0.999823
6260.4907  0.999814
6260.5033  0.999716
6260.5158  0.999562
6260.5283  0.999409
6260.5408  0.999139
6260.5533  0.998293
6260.5659  0.997447
6260.5784  0.996601
6260.5909  0.995736
6260.6034  0.994863
6260.6159  0.993991
6260.6285  0.993542
6260.6410  0.994198
6260.6535  0.994907
6260.6660  0.996093
6260.6786  0.997280
6260.6911  0.998076
6260.7036  0.998839
6260.7161  0.999220
6260.7286  0.999469
6260.7412  0.999582
6260.7537  0.999591
6260.7662  0.999600
6260.7787  0.999609
6260.7912  0.999609
6260.8038  0.999573
6260.8163  0.999537
6260.8288  0.999501
6260.8413  0.999465
6260.8539  0.999402
6260.8664  0.999334
6260.8789  0.999266
6260.8914  0.999197
6260.9039  0.999010
6260.9165  0.998700
6260.9290  0.998391
6260.9415  0.998081
6260.9540  0.997634
6260.9666  0.995641
6260.9791  0.989963
6260.9916  0.974691
6261.0041  0.938638
6261.0166  0.866875
6261.0292  0.752828
6261.0417  0.614389
6261.0542  0.486797
6261.0667  0.395160
6261.0792  0.341436
6261.0918  0.317348
6261.1043  0.316107
6261.1168  0.337565
6261.1293  0.387204
6261.1419  0.473773
6261.1544  0.596102
6261.1669  0.730445
6261.1794  0.841142
6261.1920  0.908434
6261.2045  0.939596
6261.2170  0.950765
6261.2295  0.955356
6261.2420  0.959627
6261.2546  0.965109
6261.2671  0.971059
6261.2796  0.976825
6261.2921  0.981901
6261.3047  0.986087
6261.3172  0.989578
6261.3297  0.992576
6261.3422  0.994559
6261.3547  0.995792
6261.3673  0.996429
6261.3798  0.995896
6261.3923  0.994712
6261.4048  0.992852
6261.4174  0.988832
6261.4299  0.981304
6261.4424  0.965213
6261.4549  0.935215
6261.4674  0.885327
6261.4800  0.817835
6261.4925  0.743524
6261.5050  0.677714
6261.5175  0.632137
6261.5301  0.612180
6261.5426  0.618904
6261.5551  0.651910
6261.5676  0.708251
6261.5802  0.779819
6261.5927  0.852012
6261.6052  0.912450
6261.6177  0.952653
6261.6302  0.975504
6261.6428  0.986941
6261.6553  0.992834
6261.6678  0.995438
6261.6803  0.997068
6261.6929  0.997847
6261.7054  0.998330
6261.7179  0.998644
6261.7304  0.998847
6261.7430  0.998941
6261.7555  0.999036
6261.7680  0.999131
6261.7805  0.999225
6261.7931  0.999320
6261.8056  0.999367
6261.8181  0.999405
6261.8306  0.999443
6261.8431  0.999481
6261.8557  0.999520
6261.8682  0.999548
6261.8807  0.999569
6261.8932  0.999589
6261.9058  0.999610
6261.9183  0.999631
6261.9308  0.999648
6261.9433  0.999656
6261.9559  0.999665
6261.9684  0.999673
6261.9809  0.999682
6261.9934  0.999689
6262.0060  0.999625
6262.0185  0.999561
6262.0310  0.999343
6262.0435  0.998872
6262.0561  0.998402
6262.0686  0.997407
6262.0811  0.995832
6262.0936  0.993626
6262.1062  0.990643
6262.1187  0.987197
6262.1312  0.983893
6262.1437  0.980904
6262.1562  0.979307
6262.1688  0.978287
6262.1813  0.978921
6262.1938  0.980082
6262.2063  0.980036
6262.2189  0.976003
6262.2314  0.964942
6262.2439  0.944570
6262.2564  0.917834
6262.2690  0.890777
6262.2815  0.872507
6262.2940  0.869909
6262.3065  0.884408
6262.3191  0.910484
6262.3316  0.940346
6262.3441  0.966032
6262.3566  0.983502
6262.3692  0.993000
6262.3817  0.997393
6262.3942  0.998965
6262.4067  0.999053
6262.4193  0.999141
6262.4318  0.998536
6262.4443  0.997899
6262.4568  0.996886
6262.4694  0.995824
6262.4819  0.994771
6262.4944  0.993720
6262.5069  0.993094
6262.5195  0.992698
6262.5320  0.993115
6262.5445  0.993901
6262.5570  0.995156
6262.5696  0.996591
6262.5821  0.997819
6262.5946  0.998823
6262.6071  0.999349
6262.6197  0.999610
6262.6322  0.999725
6262.6447  0.999841
6262.6572  0.999870
6262.6698  0.999870
6262.6823  0.999871
6262.6948  0.999853
6262.7073  0.999787
6262.7199  0.999656
6262.7324  0.999113
6262.7449  0.997923
6262.7574  0.995983
6262.7700  0.991848
6262.7825  0.986168
6262.7950  0.979421
6262.8075  0.972580
6262.8201  0.967682
6262.8326  0.966982
6262.8451  0.970112
6262.8576  0.976132
6262.8702  0.983312
6262.8827  0.989706
6262.8952  0.994427
6262.9078  0.997389
6262.9203  0.998611
6262.9328  0.999437
6262.9453  0.999733
6262.9579  0.999825
6262.9704  0.999865
6262.9829  0.999865
6262.9954  0.999848
6263.0080  0.999823
6263.0205  0.999798
6263.0330  0.999508
6263.0455  0.999001
6263.0581  0.998495
6263.0706  0.997362
6263.0831  0.995309
6263.0956  0.991937
6263.1082  0.988174
6263.1207  0.984054
6263.1332  0.981060
6263.1457  0.978853
6263.1583  0.978770
6263.1708  0.980248
6263.1833  0.982451
6263.1959  0.984851
6263.2084  0.986841
6263.2209  0.988614
6263.2334  0.990386
6263.2460  0.991012
6263.2585  0.991588
6263.2710  0.992309
6263.2835  0.993471
6263.2961  0.994702
6263.3086  0.996194
6263.3211  0.997577
6263.3336  0.998452
6263.3462  0.999242
6263.3587  0.999510
6263.3712  0.999752
6263.3838  0.999779
6263.3963  0.999805
6263.4088  0.999832
6263.4213  0.999858
6263.4339  0.999857
6263.4464  0.999857
6263.4589  0.999857
6263.4714  0.999857
6263.4840  0.999856
6263.4965  0.999855
6263.5090  0.999854
6263.5215  0.999853
6263.5341  0.999787
6263.5466  0.999713
6263.5591  0.999639
6263.5717  0.999565
6263.5842  0.998832
6263.5967  0.997950
6263.6092  0.997068
6263.6218  0.996186
6263.6343  0.994999
6263.6468  0.993706
6263.6593  0.992412
6263.6719  0.991119
6263.6844  0.991110
6263.6969  0.992012
6263.7095  0.993496
6263.7220  0.995239
6263.7345  0.996772
6263.7470  0.998060
6263.7596  0.998846
6263.7721  0.999332
6263.7846  0.999612
6263.7971  0.999689
6263.8097  0.999766
6263.8222  0.999813
6263.8347  0.999811
6263.8473  0.999810
6263.8598  0.999771
6263.8723  0.999698
6263.8848  0.999625
6263.8974  0.999234
6263.9099  0.998684
6263.9224  0.998134
6263.9350  0.996920
6263.9475  0.995374
6263.9600  0.993540
6263.9725  0.991863
6263.9851  0.990687
6263.9976  0.990101
6264.0101  0.990902
6264.0227  0.992087
6264.0352  0.993859
6264.0477  0.995558
6264.0602  0.997206
6264.0728  0.998194
6264.0853  0.998928
6264.0978  0.999185
6264.1103  0.999443
6264.1229  0.999700
6264.1354  0.999714
6264.1479  0.999723
6264.1605  0.999732
6264.1730  0.999732
6264.1855  0.999727
6264.1980  0.999722
6264.2106  0.999707
6264.2231  0.999664
6264.2356  0.999620
6264.2482  0.999576
6264.2607  0.999329
6264.2732  0.998944
6264.2857  0.998114
6264.2983  0.996869
6264.3108  0.995233
6264.3233  0.993093
6264.3359  0.990884
6264.3484  0.988874
6264.3609  0.987353
6264.3734  0.986363
6264.3860  0.986529
6264.3985  0.987591
6264.4110  0.989317
6264.4236  0.991385
6264.4361  0.993231
6264.4486  0.994521
6264.4611  0.995013
6264.4737  0.995122
6264.4862  0.995062
6264.4987  0.994896
6264.5113  0.995104
6264.5238  0.995597
6264.5363  0.996266
6264.5489  0.996985
6264.5614  0.997703
6264.5739  0.998421
6264.5864  0.998440
6264.5990  0.998421
6264.6115  0.998402
6264.6240  0.997473
6264.6366  0.996411
6264.6491  0.995349
6264.6616  0.993698
6264.6741  0.991896
6264.6867  0.990094
6264.6992  0.988747
6264.7117  0.987856
6264.7243  0.987403
6264.7368  0.986984
6264.7493  0.985827
6264.7618  0.984670
6264.7744  0.983443
6264.7869  0.981852
6264.7994  0.980260
6264.8120  0.979230
6264.8245  0.980742
6264.8370  0.983667
6264.8496  0.986703
6264.8621  0.989019
6264.8746  0.990165
6264.8871  0.990058
6264.8997  0.988937
6264.9122  0.987225
6264.9247  0.985226
6264.9373  0.983227
6264.9498  0.981086
6264.9623  0.978239
6264.9749  0.974748
6264.9874  0.969474
6264.9999  0.958177
6265.0124  0.928892
6265.0250  0.852997
6265.0375  0.697319
6265.0500  0.486947
6265.0626  0.320428
6265.0751  0.236754
6265.0876  0.197605
6265.1002  0.175711
6265.1127  0.162887
6265.1252  0.156786
6265.1377  0.156592
6265.1503  0.162271
6265.1628  0.174573
6265.1753  0.195778
6265.1879  0.233257
6265.2004  0.312690
6265.2129  0.474812
6265.2255  0.688138
6265.2380  0.853278
6265.2505  0.936334
6265.2631  0.968131
6265.2756  0.978275
6265.2881  0.980935
6265.3006  0.981037
6265.3132  0.978275
6265.3257  0.970122
6265.3382  0.950733
6265.3508  0.913862
6265.3633  0.856525
6265.3758  0.785510
6265.3884  0.714827
6265.4009  0.659041
6265.4134  0.626659
6265.4259  0.620515
6265.4385  0.641508
6265.4510  0.687804
6265.4635  0.754134
6265.4761  0.827886
6265.4886  0.894130
6265.5011  0.942404
6265.5137  0.970321
6265.5262  0.983216
6265.5387  0.986398
6265.5513  0.983985
6265.5638  0.978025
6265.5763  0.970417
6265.5889  0.963318
6265.6014  0.958924
6265.6139  0.958628
6265.6264  0.962796
6265.6390  0.970051
6265.6515  0.978493
6265.6640  0.986045
6265.6766  0.991665
6265.6891  0.995289
6265.7016  0.997118
6265.7142  0.998339
6265.7267  0.998742
6265.7392  0.999012
6265.7518  0.999104
6265.7643  0.999172
6265.7768  0.999217
6265.7894  0.999251
6265.8019  0.999283
6265.8144  0.999315
6265.8269  0.999325
6265.8395  0.999311
6265.8520  0.999297
6265.8645  0.999267
6265.8771  0.999057
6265.8896  0.998681
6265.9021  0.998041
6265.9147  0.996787
6265.9272  0.995252
6265.9397  0.991645
6265.9523  0.987376
6265.9648  0.981569
6265.9773  0.974591
6265.9899  0.968291
6266.0024  0.964220
6266.0149  0.964381
6266.0275  0.968090
6266.0400  0.974554
6266.0525  0.982034
6266.0651  0.988615
6266.0776  0.993443
6266.0901  0.996361
6266.1027  0.997234
6266.1152  0.997597
6266.1277  0.997206
6266.1402  0.996587
6266.1528  0.995983
6266.1653  0.995646
6266.1778  0.995630
6266.1904  0.995821
6266.2029  0.996021
6266.2154  0.995458
6266.2280  0.993247
6266.2405  0.988211
6266.2530  0.979562
6266.2656  0.967720
6266.2781  0.954484
6266.2906  0.943083
6266.3032  0.937203
6266.3157  0.938842
6266.3282  0.947421
6266.3408  0.959919
6266.3533  0.973150
6266.3658  0.984111
6266.3784  0.991793
6266.3909  0.996117
6266.4034  0.998380
6266.4160  0.999216
6266.4285  0.999606
6266.4410  0.999739
6266.4536  0.999758
6266.4661  0.999776
6266.4786  0.999795
6266.4912  0.999813
6266.5037  0.999827
6266.5162  0.999829
6266.5288  0.999831
6266.5413  0.999833
6266.5538  0.999836
6266.5664  0.999838
6266.5789  0.999840
6266.5914  0.999842
6266.6040  0.999845
6266.6165  0.999847
6266.6290  0.999848
6266.6416  0.999834
6266.6541  0.999819
6266.6666  0.999805
6266.6792  0.999791
6266.6917  0.999777
6266.7042  0.999627
6266.7168  0.999281
6266.7293  0.998614
6266.7418  0.997496
6266.7544  0.995571
6266.7669  0.992817
6266.7794  0.989609
6266.7920  0.986323
6266.8045  0.983450
6266.8170  0.982274
6266.8296  0.982575
6266.8421  0.984565
6266.8546  0.987630
6266.8672  0.991031
6266.8797  0.993788
6266.8922  0.996414
6266.9048  0.997617
6266.9173  0.998668
6266.9298  0.998465
6266.9424  0.998181
6266.9549  0.996766
6266.9674  0.995257
6266.9800  0.992893
6266.9925  0.990562
6267.0050  0.988400
6267.0176  0.986562
6267.0301  0.985880
6267.0426  0.986451
6267.0552  0.988074
6267.0677  0.990399
6267.0802  0.992877
6267.0928  0.995154
6267.1053  0.996995
6267.1178  0.998294
6267.1304  0.998865
6267.1429  0.999437
6267.1554  0.999665
6267.1680  0.999769
6267.1805  0.999773
6267.1930  0.999650
6267.2056  0.999400
6267.2181  0.998420
6267.2307  0.997439
6267.2432  0.995271
6267.2557  0.992386
6267.2683  0.989470
6267.2808  0.987337
6267.2933  0.986704
6267.3059  0.988230
6267.3184  0.990964
6267.3309  0.994037
6267.3435  0.996319
6267.3560  0.998305
6267.3685  0.999071
6267.3811  0.999596
6267.3936  0.999690
6267.4061  0.999783
6267.4187  0.999877
6267.4312  0.999833
6267.4437  0.999775
6267.4563  0.999717
6267.4688  0.999672
6267.4813  0.999644
6267.4939  0.999615
6267.5064  0.999587
6267.5190  0.999380
6267.5315  0.999174
6267.5440  0.998967
6267.5566  0.998363
6267.5691  0.996783
6267.5816  0.993512
6267.5942  0.987034
6267.6067  0.975773
6267.6192  0.958391
6267.6318  0.936378
6267.6443  0.912396
6267.6568  0.890814
6267.6694  0.876170
6267.6819  0.869090
6267.6944  0.865866
6267.7070  0.859004
6267.7195  0.842426
6267.7321  0.815965
6267.7446  0.786787
6267.7571  0.763915
6267.7697  0.752808
6267.7822  0.755291
6267.7947  0.767678
6267.8073  0.787350
6267.8198  0.811308
6267.8323  0.839252
6267.8449  0.870925
6267.8574  0.904354
6267.8699  0.935678
6267.8825  0.961622
6267.8950  0.979496
6267.9076  0.990124
6267.9201  0.995548
6267.9326  0.997942
6267.9452  0.998898
6267.9577  0.999272
6267.9702  0.999427
6267.9828  0.999499
6267.9953  0.999559
6268.0078  0.999584
6268.0204  0.999608
6268.0329  0.999630
6268.0454  0.999651
6268.0580  0.999672
6268.0705  0.999589
6268.0831  0.999419
6268.0956  0.999249
6268.1081  0.999080
6268.1207  0.998099
6268.1332  0.996832
6268.1457  0.993689
6268.1583  0.990172
6268.1708  0.985241
6268.1833  0.980255
6268.1959  0.976664
6268.2084  0.975605
6268.2210  0.977896
6268.2335  0.981595
6268.2460  0.986519
6268.2586  0.991014
6268.2711  0.994769
6268.2836  0.997270
6268.2962  0.998566
6268.3087  0.999385
6268.3212  0.999648
6268.3338  0.999788
6268.3463  0.999847
6268.3589  0.999855
6268.3714  0.999847
6268.3839  0.999816
6268.3965  0.999786
6268.4090  0.999517
6268.4215  0.998582
6268.4341  0.997646
6268.4466  0.996507
6268.4592  0.992877
6268.4717  0.987292
6268.4842  0.979948
6268.4968  0.971926
6268.5093  0.965345
6268.5218  0.961947
6268.5344  0.962841
6268.5469  0.968244
6268.5594  0.975807
6268.5720  0.983694
6268.5845  0.989993
6268.5971  0.994207
6268.6096  0.996019
6268.6221  0.996906
6268.6347  0.996608
6268.6472  0.995979
6268.6597  0.995325
6268.6723  0.994811
6268.6848  0.994707
6268.6974  0.994274
6268.7099  0.992539
6268.7224  0.988492
6268.7350  0.979394
6268.7475  0.964095
6268.7600  0.942505
6268.7726  0.917813
6268.7851  0.893960
6268.7977  0.876317
6268.8102  0.869048
6268.8227  0.873503
6268.8353  0.887985
6268.8478  0.907834
6268.8603  0.926612
6268.8729  0.938069
6268.8854  0.936954
6268.8980  0.923034
6268.9105  0.902103
6268.9230  0.881702
6268.9356  0.869042
6268.9481  0.869241
6268.9606  0.882749
6268.9732  0.905901
6268.9857  0.932739
6268.9983  0.957136
6269.0108  0.976091
6269.0233  0.987600
6269.0359  0.993474
6269.0484  0.996141
6269.0610  0.996667
6269.0735  0.996321
6269.0860  0.995696
6269.0986  0.995249
6269.1111  0.994929
6269.1236  0.995394
6269.1362  0.995965
6269.1487  0.996622
6269.1613  0.997469
6269.1738  0.998316
6269.1863  0.998855
6269.1989  0.999290
6269.2114  0.999650
6269.2240  0.999667
6269.2365  0.999683
6269.2490  0.999543
6269.2616  0.999304
6269.2741  0.999010
6269.2866  0.997546
6269.2992  0.996082
6269.3117  0.993814
6269.3243  0.990472
6269.3368  0.986325
6269.3493  0.981984
6269.3619  0.978132
6269.3744  0.975046
6269.3870  0.973670
6269.3995  0.973869
6269.4120  0.975554
6269.4246  0.978410
6269.4371  0.982272
6269.4496  0.986280
6269.4622  0.990217
6269.4747  0.993508
6269.4873  0.995939
6269.4998  0.997523
6269.5123  0.998400
6269.5249  0.999277
6269.5374  0.999544
6269.5500  0.999674
6269.5625  0.999783
6269.5750  0.999784
6269.5876  0.999784
6269.6001  0.999785
6269.6127  0.999786
6269.6252  0.999787
6269.6377  0.999774
6269.6503  0.999760
6269.6628  0.999746
6269.6754  0.999732
6269.6879  0.999717
6269.7004  0.999702
6269.7130  0.999686
6269.7255  0.999669
6269.7380  0.999653
6269.7506  0.999637
6269.7631  0.999608
6269.7757  0.999545
6269.7882  0.999482
6269.8007  0.999419
6269.8133  0.999356
6269.8258  0.999294
6269.8384  0.998823
6269.8509  0.997555
6269.8634  0.995177
6269.8760  0.989749
6269.8885  0.978723
6269.9011  0.961800
6269.9136  0.938208
6269.9261  0.912306
6269.9387  0.889819
6269.9512  0.875268
6269.9638  0.873999
6269.9763  0.884905
6269.9888  0.905574
6270.0014  0.931252
6270.0139  0.955432
6270.0265  0.974413
6270.0390  0.986281
6270.0515  0.992436
6270.0641  0.995399
6270.0766  0.995722
6270.0892  0.993769
6270.1017  0.986992
6270.1142  0.968309
6270.1268  0.921570
6270.1393  0.826572
6270.1519  0.682323
6270.1644  0.523261
6270.1769  0.397802
6270.1895  0.321538
6270.2020  0.281899
6270.2146  0.264493
6270.2271  0.262020
6270.2396  0.273668
6270.2522  0.304052
6270.2647  0.364849
6270.2773  0.471167
6270.2898  0.620349
6270.3024  0.773641
6270.3149  0.886575
6270.3274  0.949091
6270.3400  0.977894
6270.3525  0.989622
6270.3651  0.994438
6270.3776  0.996634
6270.3901  0.997564
6270.4027  0.998143
6270.4152  0.998453
6270.4278  0.998653
6270.4403  0.998769
6270.4528  0.998885
6270.4654  0.999001
6270.4779  0.999117
6270.4905  0.999233
6270.5030  0.999283
6270.5155  0.999324
6270.5281  0.999364
6270.5406  0.999404
6270.5532  0.999445
6270.5657  0.999482
6270.5782  0.999512
6270.5908  0.999541
6270.6033  0.999570
6270.6159  0.999600
6270.6284  0.999629
6270.6410  0.999642
6270.6535  0.999644
6270.6660  0.999646
6270.6786  0.999648
6270.6911  0.999650
6270.7037  0.999652
6270.7162  0.999587
6270.7287  0.999519
6270.7413  0.999384
6270.7538  0.998833
6270.7664  0.998283
6270.7789  0.997480
6270.7915  0.996139
6270.8040  0.994370
6270.8165  0.992577
6270.8291  0.990868
6270.8416  0.989798
6270.8542  0.989627
6270.8667  0.989875
6270.8792  0.991168
6270.8918  0.992612
6270.9043  0.994353
6270.9169  0.995971
6270.9294  0.997245
6270.9420  0.998258
6270.9545  0.998857
6270.9670  0.999197
6270.9796  0.999285
6270.9921  0.998866
6271.0047  0.998150
6271.0172  0.997434
6271.0297  0.996718
6271.0423  0.995652
6271.0548  0.994537
6271.0674  0.993422
6271.0799  0.992524
6271.0925  0.993209
6271.1050  0.993971
6271.1175  0.995222
6271.1301  0.996386
6271.1426  0.996900
6271.1552  0.996306
6271.1677  0.993073
6271.1803  0.984132
6271.1928  0.964322
6271.2053  0.925870
6271.2179  0.864462
6271.2304  0.786910
6271.2430  0.707128
6271.2555  0.642650
6271.2681  0.604370
6271.2806  0.596465
6271.2931  0.619658
6271.3057  0.671760
6271.3182  0.745750
6271.3308  0.826574
6271.3433  0.897691
6271.3558  0.947437
6271.3684  0.975787
6271.3809  0.989263
6271.3935  0.994199
6271.4060  0.994403
6271.4186  0.992546
6271.4311  0.989089
6271.4436  0.984839
6271.4562  0.980808
6271.4687  0.978058
6271.4813  0.977834
6271.4938  0.978801
6271.5064  0.982235
6271.5189  0.985954
6271.5315  0.989972
6271.5440  0.993095
6271.5565  0.995882
6271.5691  0.997172
6271.5816  0.998011
6271.5942  0.997854
6271.6067  0.996819
6271.6193  0.995166
6271.6318  0.992062
6271.6443  0.988559
6271.6569  0.984013
6271.6694  0.979182
6271.6820  0.973945
6271.6945  0.967676
6271.7071  0.960530
6271.7196  0.950811
6271.7321  0.940162
6271.7447  0.929120
6271.7572  0.921039
6271.7698  0.918704
6271.7823  0.923475
6271.7949  0.934578
6271.8074  0.950019
6271.8199  0.965906
6271.8325  0.979541
6271.8450  0.988909
6271.8576  0.994760
6271.8701  0.997713
6271.8827  0.998931
6271.8952  0.999479
6271.9078  0.999593
6271.9203  0.999500
6271.9328  0.999407
6271.9454  0.997803
6271.9579  0.996137
6271.9705  0.992972
6271.9830  0.987736
6271.9956  0.980942
6272.0081  0.974114
6272.0206  0.969418
6272.0332  0.968854
6272.0457  0.971614
6272.0583  0.976907
6272.0708  0.983276
6272.0834  0.988911
6272.0959  0.992936
6272.1085  0.996071
6272.1210  0.997660
6272.1335  0.998659
6272.1461  0.999114
6272.1586  0.999569
6272.1712  0.999797
6272.1837  0.999844
6272.1963  0.999891
6272.2088  0.999837
6272.2214  0.999719
6272.2339  0.999602
6272.2464  0.999484
6272.2590  0.999366
6272.2715  0.999249
6272.2841  0.998778
6272.2966  0.998171
6272.3092  0.997565
6272.3217  0.996958
6272.3343  0.996352
6272.3468  0.995745
6272.3593  0.996045
6272.3719  0.996527
6272.3844  0.997007
6272.3970  0.997408
6272.4095  0.997808
6272.4221  0.997956
6272.4346  0.997194
6272.4472  0.996431
6272.4597  0.995507
6272.4723  0.994350
6272.4848  0.993194
6272.4973  0.992508
